lead_id,listing_id,agent_id,agent_name,agency,property_type,bedrooms,community,emirate,listing_price,lead_source,lead_status,lead_date,buyer_name
LED0500,LST0160,AGT008,Tom Reynolds,Knight Frank,Apartment,2,Saadiyat Island,Abu Dhabi,995000.0,Walk-in,Converted,2026-05-29,Buyer_0500
LED0501,LST0269,AGT010,Carlos Mendez,Savills,Apartment,2,Khalifa City,Abu Dhabi,846000.0,Walk-in,New,2026-05-19,Buyer_0501
LED0502,LST0099,AGT010,Carlos Mendez,Savills,Apartment,1,Business Bay,Dubai,843000.0,Bayut,New,2026-04-30,Buyer_0502
LED0503,LST0017,AGT009,Aisha Al Zaabi,CBRE,Villa,3,Saadiyat Island,Abu Dhabi,2318000.0,Referral,New,2026-04-01,Buyer_0503
LED0504,LST0102,AGT010,Carlos Mendez,Savills,Apartment,0,Jumeirah Village Circle,Dubai,1892000.0,Direct Call,Qualified,2026-03-06,Buyer_0504
LED0505,LST0259,AGT003,Fatima Hassan,Allsopp & Allsopp,Apartment,2,Jumeirah Village Circle,Dubai,1163000.0,Referral,New,2026-01-09,Buyer_0505
LED0506,LST0016,AGT007,Priya Nair,Hamptons International,Studio,0,Al Nahda,Sharjah,1153000.0,Bayut,Qualified,2026-02-27,Buyer_0506
LED0507,LST0229,AGT006,Mohammed Al Rashid,Provident Estate,Penthouse,0,Meydan City,Dubai,7149000.0,Bayut,Converted,2026-02-02,Buyer_0507
LED0508,LST0283,AGT008,Tom Reynolds,Knight Frank,Townhouse,0,JBR,Dubai,3566000.0,Direct Call,Qualified,2026-05-22,Buyer_0508
LED0509,LST0133,AGT004,Raj Patel,Driven Properties,Studio,0,Yas Island,Abu Dhabi,915000.0,PropertyFinder,Qualified,2026-06-25,Buyer_0509
LED0510,LST0198,AGT007,Priya Nair,Hamptons International,Villa,4,Yas Island,Abu Dhabi,2448000.0,PropertyFinder,Contacted,2026-02-06,Buyer_0510
LED0511,LST0110,AGT008,Tom Reynolds,Knight Frank,Villa,4,Khalifa City,Abu Dhabi,5279000.0,Bayut,Contacted,2026-01-10,Buyer_0511
LED0512,LST0106,AGT001,Sarah Al Mansoori,Betterhomes,Townhouse,3,Muwailih Commercial,Sharjah,3892000.0,Direct Call,Converted,2026-02-21,Buyer_0512
LED0513,LST0011,AGT010,Carlos Mendez,Savills,Apartment,5,Al Nahda,Sharjah,740000.0,PropertyFinder,Converted,2026-05-30,Buyer_0513
LED0514,LST0089,AGT007,Priya Nair,Hamptons International,Penthouse,4,Business Bay,Dubai,11988000.0,Walk-in,New,2026-05-06,Buyer_0514
LED0515,LST0130,AGT007,Priya Nair,Hamptons International,Apartment,3,Palm Jumeirah,Dubai,1528000.0,Walk-in,Qualified,2026-01-19,Buyer_0515
LED0516,LST0141,AGT007,Priya Nair,Hamptons International,Townhouse,2,JBR,Dubai,2178000.0,Referral,Converted,2026-04-04,Buyer_0516
LED0517,LST0236,AGT002,James Mitchell,Espace Real Estate,Penthouse,3,Saadiyat Island,Abu Dhabi,7201000.0,Direct Call,Contacted,2026-03-05,Buyer_0517
LED0518,LST0155,AGT007,Priya Nair,Hamptons International,Studio,0,Al Maryah Island,Abu Dhabi,733000.0,Walk-in,Lost,2026-03-23,Buyer_0518
LED0519,LST0300,AGT001,Sarah Al Mansoori,Betterhomes,Studio,0,DIFC,Dubai,1090000.0,PropertyFinder,New,2026-02-22,Buyer_0519
LED0520,LST0192,AGT002,James Mitchell,Espace Real Estate,Penthouse,5,Downtown Dubai,Dubai,5015000.0,Walk-in,Lost,2026-01-28,Buyer_0520
LED0521,LST0145,AGT008,Tom Reynolds,Knight Frank,Studio,0,Al Nahda,Sharjah,894000.0,Direct Call,New,2026-03-01,Buyer_0521
LED0522,LST0033,AGT008,Tom Reynolds,Knight Frank,Studio,0,Meydan City,Dubai,531000.0,Direct Call,Qualified,2026-01-20,Buyer_0522
LED0523,LST0167,AGT007,Priya Nair,Hamptons International,Studio,0,Downtown Dubai,Dubai,889000.0,Direct Call,Qualified,2026-01-16,Buyer_0523
LED0524,LST0153,AGT001,Sarah Al Mansoori,Betterhomes,Townhouse,2,Al Maryah Island,Abu Dhabi,3563000.0,Bayut,Contacted,2026-02-20,Buyer_0524
LED0525,LST0124,AGT002,James Mitchell,Espace Real Estate,Apartment,3,Khalifa City,Abu Dhabi,1227000.0,PropertyFinder,Lost,2026-03-21,Buyer_0525
LED0526,LST0164,AGT008,Tom Reynolds,Knight Frank,Apartment,1,Muwailih Commercial,Sharjah,1535000.0,Bayut,New,2026-01-16,Buyer_0526
LED0527,LST0255,AGT005,Emma Clarke,Dubizzle Property,Villa,3,Emirates Hills,Dubai,6953000.0,Direct Call,Qualified,2026-03-17,Buyer_0527
LED0528,LST0208,AGT002,James Mitchell,Espace Real Estate,Apartment,3,Downtown Dubai,Dubai,627000.0,Referral,New,2026-02-03,Buyer_0528
LED0529,LST0293,AGT006,Mohammed Al Rashid,Provident Estate,Townhouse,5,Yas Island,Abu Dhabi,1302000.0,Bayut,Qualified,2026-05-07,Buyer_0529
LED0530,LST0274,AGT006,Mohammed Al Rashid,Provident Estate,Studio,0,Arabian Ranches,Dubai,1073000.0,Referral,Qualified,2026-02-23,Buyer_0530
LED0531,LST0154,AGT003,Fatima Hassan,Allsopp & Allsopp,Penthouse,3,Muwailih Commercial,Sharjah,8117000.0,Bayut,Lost,2026-05-17,Buyer_0531
LED0532,LST0151,AGT009,Aisha Al Zaabi,CBRE,Penthouse,1,Saadiyat Island,Abu Dhabi,6644000.0,PropertyFinder,Converted,2026-05-31,Buyer_0532
LED0533,LST0133,AGT004,Raj Patel,Driven Properties,Studio,0,Yas Island,Abu Dhabi,915000.0,Walk-in,Contacted,2026-01-09,Buyer_0533
LED0534,LST0172,AGT010,Carlos Mendez,Savills,Penthouse,2,Business Bay,Dubai,8461000.0,PropertyFinder,Contacted,2026-04-03,Buyer_0534
LED0535,LST0115,AGT004,Raj Patel,Driven Properties,Penthouse,2,Saadiyat Island,Abu Dhabi,9308000.0,Direct Call,Converted,2026-04-09,Buyer_0535
LED0536,LST0191,AGT006,Mohammed Al Rashid,Provident Estate,Studio,0,Arabian Ranches,Dubai,358000.0,Direct Call,Lost,2026-04-18,Buyer_0536
LED0537,LST0238,AGT006,Mohammed Al Rashid,Provident Estate,Apartment,2,Yas Island,Abu Dhabi,597000.0,PropertyFinder,Converted,2026-06-19,Buyer_0537
LED0538,LST0299,AGT003,Fatima Hassan,Allsopp & Allsopp,Townhouse,4,Muwailih Commercial,Sharjah,3268000.0,Walk-in,Lost,2026-06-14,Buyer_0538
LED0539,LST0242,AGT003,Fatima Hassan,Allsopp & Allsopp,Studio,0,Al Majaz,Sharjah,337000.0,Bayut,Lost,2026-06-02,Buyer_0539
LED0540,LST0196,AGT003,Fatima Hassan,Allsopp & Allsopp,Townhouse,0,Emirates Hills,Dubai,3341000.0,Walk-in,Qualified,2026-03-19,Buyer_0540
LED0541,LST0028,AGT005,Emma Clarke,Dubizzle Property,Villa,3,Muwailih Commercial,Sharjah,7472000.0,Bayut,Contacted,2026-05-12,Buyer_0541
LED0542,LST0176,AGT002,James Mitchell,Espace Real Estate,Villa,5,Muwailih Commercial,Sharjah,5484000.0,Referral,Lost,2026-03-07,Buyer_0542
LED0543,LST0074,AGT005,Emma Clarke,Dubizzle Property,Townhouse,1,Al Majaz,Sharjah,2550000.0,Direct Call,Contacted,2026-06-12,Buyer_0543
LED0544,LST0250,AGT006,Mohammed Al Rashid,Provident Estate,Villa,3,Saadiyat Island,Abu Dhabi,2894000.0,Direct Call,Contacted,2026-04-13,Buyer_0544
LED0545,LST0030,AGT010,Carlos Mendez,Savills,Apartment,4,Arabian Ranches,Dubai,830000.0,PropertyFinder,Converted,2026-04-23,Buyer_0545
LED0546,LST0108,AGT009,Aisha Al Zaabi,CBRE,Studio,0,Al Nahda,Sharjah,1036000.0,Bayut,Lost,2026-05-23,Buyer_0546
LED0547,LST0251,AGT002,James Mitchell,Espace Real Estate,Townhouse,4,Downtown Dubai,Dubai,3716000.0,PropertyFinder,Contacted,2026-01-26,Buyer_0547
LED0548,LST0223,AGT010,Carlos Mendez,Savills,Penthouse,0,Business Bay,Dubai,3073000.0,Referral,Converted,2026-03-15,Buyer_0548
LED0549,LST0245,AGT002,James Mitchell,Espace Real Estate,Townhouse,2,Muwailih Commercial,Sharjah,1403000.0,Referral,New,2026-06-23,Buyer_0549
LED0550,LST0274,AGT006,Mohammed Al Rashid,Provident Estate,Studio,0,Arabian Ranches,Dubai,1073000.0,Bayut,Qualified,2026-06-29,Buyer_0550
LED0551,LST0165,AGT005,Emma Clarke,Dubizzle Property,Apartment,2,Arabian Ranches,Dubai,1050000.0,Walk-in,Contacted,2026-06-28,Buyer_0551
LED0552,LST0003,AGT004,Raj Patel,Driven Properties,Villa,4,Downtown Dubai,Dubai,5232000.0,Bayut,Contacted,2026-01-06,Buyer_0552
LED0553,LST0177,AGT006,Mohammed Al Rashid,Provident Estate,Studio,0,Yas Island,Abu Dhabi,996000.0,Direct Call,Contacted,2026-06-06,Buyer_0553
LED0554,LST0197,AGT004,Raj Patel,Driven Properties,Townhouse,4,Dubai Marina,Dubai,2187000.0,Walk-in,Lost,2026-04-15,Buyer_0554
LED0555,LST0086,AGT004,Raj Patel,Driven Properties,Townhouse,2,Yas Island,Abu Dhabi,2229000.0,PropertyFinder,New,2026-04-17,Buyer_0555
LED0556,LST0149,AGT002,James Mitchell,Espace Real Estate,Penthouse,5,Downtown Dubai,Dubai,10905000.0,Referral,Lost,2026-01-31,Buyer_0556
LED0557,LST0269,AGT010,Carlos Mendez,Savills,Apartment,2,Khalifa City,Abu Dhabi,846000.0,Direct Call,Converted,2026-01-08,Buyer_0557
LED0558,LST0069,AGT005,Emma Clarke,Dubizzle Property,Villa,0,Al Maryah Island,Abu Dhabi,5840000.0,Direct Call,Converted,2026-04-02,Buyer_0558
LED0559,LST0097,AGT002,James Mitchell,Espace Real Estate,Townhouse,3,Khalifa City,Abu Dhabi,1146000.0,Bayut,Converted,2026-06-28,Buyer_0559
LED0560,LST0117,AGT005,Emma Clarke,Dubizzle Property,Penthouse,2,Al Reem Island,Abu Dhabi,5388000.0,Bayut,Contacted,2026-05-09,Buyer_0560
LED0561,LST0012,AGT005,Emma Clarke,Dubizzle Property,Penthouse,5,JBR,Dubai,9538000.0,Walk-in,Lost,2026-05-20,Buyer_0561
LED0562,LST0064,AGT005,Emma Clarke,Dubizzle Property,Townhouse,1,JBR,Dubai,1842000.0,Direct Call,New,2026-03-28,Buyer_0562
LED0563,LST0131,AGT005,Emma Clarke,Dubizzle Property,Villa,5,Yas Island,Abu Dhabi,3411000.0,Walk-in,Lost,2026-06-20,Buyer_0563
LED0564,LST0025,AGT001,Sarah Al Mansoori,Betterhomes,Villa,1,Al Reem Island,Abu Dhabi,6805000.0,PropertyFinder,New,2026-06-20,Buyer_0564
LED0565,LST0060,AGT004,Raj Patel,Driven Properties,Villa,5,Arabian Ranches,Dubai,2386000.0,Referral,Converted,2026-03-27,Buyer_0565
LED0566,LST0064,AGT005,Emma Clarke,Dubizzle Property,Townhouse,1,JBR,Dubai,1842000.0,Walk-in,Qualified,2026-03-03,Buyer_0566
LED0567,LST0079,AGT004,Raj Patel,Driven Properties,Studio,0,Khalifa City,Abu Dhabi,982000.0,Bayut,New,2026-04-16,Buyer_0567
LED0568,LST0216,AGT003,Fatima Hassan,Allsopp & Allsopp,Apartment,1,Al Reem Island,Abu Dhabi,1341000.0,PropertyFinder,Lost,2026-04-24,Buyer_0568
LED0569,LST0071,AGT002,James Mitchell,Espace Real Estate,Townhouse,5,Al Maryah Island,Abu Dhabi,4158000.0,Referral,New,2026-02-22,Buyer_0569
LED0570,LST0061,AGT004,Raj Patel,Driven Properties,Villa,1,Al Maryah Island,Abu Dhabi,7364000.0,Direct Call,New,2026-06-05,Buyer_0570
LED0571,LST0255,AGT005,Emma Clarke,Dubizzle Property,Villa,3,Emirates Hills,Dubai,6953000.0,Bayut,Lost,2026-05-12,Buyer_0571
LED0572,LST0135,AGT008,Tom Reynolds,Knight Frank,Apartment,5,Khalifa City,Abu Dhabi,942000.0,Walk-in,Contacted,2026-04-02,Buyer_0572
LED0573,LST0210,AGT007,Priya Nair,Hamptons International,Townhouse,5,DIFC,Dubai,1256000.0,Direct Call,Contacted,2026-06-22,Buyer_0573
LED0574,LST0281,AGT003,Fatima Hassan,Allsopp & Allsopp,Studio,0,DIFC,Dubai,818000.0,Referral,Contacted,2026-01-07,Buyer_0574
LED0575,LST0247,AGT005,Emma Clarke,Dubizzle Property,Townhouse,5,Al Majaz,Sharjah,3469000.0,Direct Call,Contacted,2026-07-02,Buyer_0575
LED0576,LST0007,AGT009,Aisha Al Zaabi,CBRE,Penthouse,0,Yas Island,Abu Dhabi,12245000.0,PropertyFinder,New,2026-02-06,Buyer_0576
LED0577,LST0253,AGT003,Fatima Hassan,Allsopp & Allsopp,Studio,0,Palm Jumeirah,Dubai,985000.0,Bayut,New,2026-02-22,Buyer_0577
LED0578,LST0039,AGT008,Tom Reynolds,Knight Frank,Penthouse,1,DIFC,Dubai,11214000.0,PropertyFinder,Qualified,2026-01-19,Buyer_0578
LED0579,LST0119,AGT008,Tom Reynolds,Knight Frank,Villa,2,Business Bay,Dubai,5930000.0,Referral,Qualified,2026-04-26,Buyer_0579
LED0580,LST0238,AGT006,Mohammed Al Rashid,Provident Estate,Apartment,2,Yas Island,Abu Dhabi,597000.0,PropertyFinder,New,2026-05-19,Buyer_0580
LED0581,LST0021,AGT003,Fatima Hassan,Allsopp & Allsopp,Penthouse,3,Jumeirah Village Circle,Dubai,3031000.0,Direct Call,Qualified,2026-01-10,Buyer_0581
LED0582,LST0161,AGT009,Aisha Al Zaabi,CBRE,Townhouse,3,Yas Island,Abu Dhabi,4343000.0,Referral,New,2026-06-08,Buyer_0582
LED0583,LST0024,AGT010,Carlos Mendez,Savills,Apartment,2,Muwailih Commercial,Sharjah,1223000.0,PropertyFinder,Contacted,2026-01-14,Buyer_0583
LED0584,LST0088,AGT007,Priya Nair,Hamptons International,Penthouse,2,Downtown Dubai,Dubai,8155000.0,Direct Call,Qualified,2026-03-12,Buyer_0584
LED0585,LST0138,AGT001,Sarah Al Mansoori,Betterhomes,Studio,0,Muwailih Commercial,Sharjah,1250000.0,PropertyFinder,Qualified,2026-04-06,Buyer_0585
LED0586,LST0094,AGT010,Carlos Mendez,Savills,Studio,0,DIFC,Dubai,930000.0,PropertyFinder,Converted,2026-03-22,Buyer_0586
LED0587,LST0234,AGT003,Fatima Hassan,Allsopp & Allsopp,Apartment,5,Al Majaz,Sharjah,1231000.0,Direct Call,Converted,2026-01-07,Buyer_0587
LED0588,LST0245,AGT002,James Mitchell,Espace Real Estate,Townhouse,2,Muwailih Commercial,Sharjah,1403000.0,Referral,Contacted,2026-06-04,Buyer_0588
LED0589,LST0068,AGT007,Priya Nair,Hamptons International,Townhouse,4,Al Reem Island,Abu Dhabi,4446000.0,PropertyFinder,Contacted,2026-06-06,Buyer_0589
LED0590,LST0214,AGT001,Sarah Al Mansoori,Betterhomes,Studio,0,Muwailih Commercial,Sharjah,879000.0,Walk-in,Converted,2026-02-07,Buyer_0590
LED0591,LST0225,AGT003,Fatima Hassan,Allsopp & Allsopp,Villa,3,Al Nahda,Sharjah,4836000.0,Bayut,Lost,2026-03-27,Buyer_0591
LED0592,LST0184,AGT001,Sarah Al Mansoori,Betterhomes,Penthouse,4,Business Bay,Dubai,11400000.0,Walk-in,New,2026-01-08,Buyer_0592
LED0593,LST0067,AGT005,Emma Clarke,Dubizzle Property,Studio,0,Saadiyat Island,Abu Dhabi,336000.0,Referral,Converted,2026-06-04,Buyer_0593
LED0594,LST0211,AGT002,James Mitchell,Espace Real Estate,Townhouse,4,Al Nahda,Sharjah,2815000.0,Referral,New,2026-06-16,Buyer_0594
LED0595,LST0134,AGT003,Fatima Hassan,Allsopp & Allsopp,Apartment,2,Downtown Dubai,Dubai,1384000.0,Direct Call,New,2026-01-03,Buyer_0595
LED0596,LST0269,AGT010,Carlos Mendez,Savills,Apartment,2,Khalifa City,Abu Dhabi,846000.0,Walk-in,Lost,2026-05-06,Buyer_0596
LED0597,LST0174,AGT008,Tom Reynolds,Knight Frank,Studio,0,Al Majaz,Sharjah,1091000.0,Walk-in,Lost,2026-01-07,Buyer_0597
LED0598,LST0049,AGT002,James Mitchell,Espace Real Estate,Townhouse,0,Khalifa City,Abu Dhabi,2647000.0,Referral,Contacted,2026-03-01,Buyer_0598
LED0599,LST0178,AGT003,Fatima Hassan,Allsopp & Allsopp,Penthouse,1,Al Reem Island,Abu Dhabi,4256000.0,Referral,Contacted,2026-02-10,Buyer_0599
LED0600,LST0028,AGT005,Emma Clarke,Dubizzle Property,Villa,3,Muwailih Commercial,Sharjah,7472000.0,PropertyFinder,Contacted,2026-02-23,Buyer_0600
LED0601,LST0241,AGT001,Sarah Al Mansoori,Betterhomes,Villa,3,Al Maryah Island,Abu Dhabi,2390000.0,Referral,Contacted,2026-06-13,Buyer_0601
LED0602,LST0252,AGT003,Fatima Hassan,Allsopp & Allsopp,Studio,0,Arabian Ranches,Dubai,867000.0,Direct Call,Contacted,2026-04-09,Buyer_0602
LED0603,LST0143,AGT002,James Mitchell,Espace Real Estate,Penthouse,2,Al Majaz,Sharjah,5398000.0,PropertyFinder,Lost,2026-05-06,Buyer_0603
LED0604,LST0282,AGT005,Emma Clarke,Dubizzle Property,Townhouse,2,Downtown Dubai,Dubai,2605000.0,Referral,Converted,2026-05-03,Buyer_0604
LED0605,LST0041,AGT008,Tom Reynolds,Knight Frank,Studio,0,Khalifa City,Abu Dhabi,447000.0,Referral,Converted,2026-02-06,Buyer_0605
LED0606,LST0230,AGT007,Priya Nair,Hamptons International,Studio,0,DIFC,Dubai,798000.0,PropertyFinder,Converted,2026-03-10,Buyer_0606
LED0607,LST0162,AGT001,Sarah Al Mansoori,Betterhomes,Studio,0,Al Nahda,Sharjah,887000.0,PropertyFinder,Converted,2026-01-16,Buyer_0607
LED0608,LST0010,AGT006,Mohammed Al Rashid,Provident Estate,Penthouse,1,Al Reem Island,Abu Dhabi,6517000.0,PropertyFinder,Converted,2026-03-19,Buyer_0608
LED0609,LST0019,AGT005,Emma Clarke,Dubizzle Property,Studio,0,Al Nahda,Sharjah,1223000.0,Walk-in,Lost,2026-07-02,Buyer_0609
LED0610,LST0047,AGT009,Aisha Al Zaabi,CBRE,Studio,0,Muwailih Commercial,Sharjah,601000.0,Walk-in,Lost,2026-01-20,Buyer_0610
LED0611,LST0156,AGT007,Priya Nair,Hamptons International,Studio,0,Business Bay,Dubai,522000.0,Walk-in,Lost,2026-05-11,Buyer_0611
LED0612,LST0234,AGT003,Fatima Hassan,Allsopp & Allsopp,Apartment,5,Al Majaz,Sharjah,1231000.0,Direct Call,Qualified,2026-06-19,Buyer_0612
LED0613,LST0115,AGT004,Raj Patel,Driven Properties,Penthouse,2,Saadiyat Island,Abu Dhabi,9308000.0,Referral,Qualified,2026-02-09,Buyer_0613
LED0614,LST0243,AGT009,Aisha Al Zaabi,CBRE,Studio,0,Khalifa City,Abu Dhabi,879000.0,Direct Call,Converted,2026-06-03,Buyer_0614
LED0615,LST0050,AGT004,Raj Patel,Driven Properties,Studio,0,Downtown Dubai,Dubai,781000.0,Bayut,New,2026-04-06,Buyer_0615
LED0616,LST0182,AGT002,James Mitchell,Espace Real Estate,Studio,0,Jumeirah Village Circle,Dubai,732000.0,Direct Call,Lost,2026-02-19,Buyer_0616
LED0617,LST0192,AGT002,James Mitchell,Espace Real Estate,Penthouse,5,Downtown Dubai,Dubai,5015000.0,PropertyFinder,New,2026-05-21,Buyer_0617
LED0618,LST0253,AGT003,Fatima Hassan,Allsopp & Allsopp,Studio,0,Palm Jumeirah,Dubai,985000.0,Bayut,Converted,2026-06-05,Buyer_0618
LED0619,LST0131,AGT005,Emma Clarke,Dubizzle Property,Villa,5,Yas Island,Abu Dhabi,3411000.0,Walk-in,Contacted,2026-05-15,Buyer_0619
LED0620,LST0062,AGT006,Mohammed Al Rashid,Provident Estate,Villa,3,Yas Island,Abu Dhabi,6373000.0,Referral,Contacted,2026-03-07,Buyer_0620
LED0621,LST0098,AGT002,James Mitchell,Espace Real Estate,Villa,5,Arabian Ranches,Dubai,2029000.0,Direct Call,New,2026-03-18,Buyer_0621
LED0622,LST0024,AGT010,Carlos Mendez,Savills,Apartment,2,Muwailih Commercial,Sharjah,1223000.0,Walk-in,New,2026-03-09,Buyer_0622
LED0623,LST0235,AGT010,Carlos Mendez,Savills,Studio,0,Al Nahda,Sharjah,607000.0,Walk-in,Lost,2026-05-29,Buyer_0623
LED0624,LST0256,AGT008,Tom Reynolds,Knight Frank,Penthouse,2,Al Maryah Island,Abu Dhabi,10392000.0,PropertyFinder,Lost,2026-06-20,Buyer_0624
LED0625,LST0284,AGT001,Sarah Al Mansoori,Betterhomes,Townhouse,0,Al Nahda,Sharjah,3375000.0,Referral,Lost,2026-03-01,Buyer_0625
LED0626,LST0261,AGT009,Aisha Al Zaabi,CBRE,Penthouse,2,Yas Island,Abu Dhabi,5240000.0,Bayut,Lost,2026-05-19,Buyer_0626
LED0627,LST0066,AGT009,Aisha Al Zaabi,CBRE,Penthouse,2,Al Maryah Island,Abu Dhabi,11923000.0,PropertyFinder,Converted,2026-01-15,Buyer_0627
LED0628,LST0165,AGT005,Emma Clarke,Dubizzle Property,Apartment,2,Arabian Ranches,Dubai,1050000.0,Walk-in,Converted,2026-03-17,Buyer_0628
LED0629,LST0128,AGT010,Carlos Mendez,Savills,Studio,0,Al Reem Island,Abu Dhabi,357000.0,Direct Call,Converted,2026-04-06,Buyer_0629
LED0630,LST0151,AGT009,Aisha Al Zaabi,CBRE,Penthouse,1,Saadiyat Island,Abu Dhabi,6644000.0,Referral,Contacted,2026-05-28,Buyer_0630
LED0631,LST0212,AGT002,James Mitchell,Espace Real Estate,Villa,2,Al Nahda,Sharjah,6619000.0,Walk-in,Lost,2026-04-17,Buyer_0631
LED0632,LST0281,AGT003,Fatima Hassan,Allsopp & Allsopp,Studio,0,DIFC,Dubai,818000.0,Direct Call,Lost,2026-01-22,Buyer_0632
LED0633,LST0112,AGT010,Carlos Mendez,Savills,Townhouse,5,Al Reem Island,Abu Dhabi,4090000.0,Bayut,Contacted,2026-01-24,Buyer_0633
LED0634,LST0149,AGT002,James Mitchell,Espace Real Estate,Penthouse,5,Downtown Dubai,Dubai,10905000.0,Direct Call,Contacted,2026-01-17,Buyer_0634
LED0635,LST0092,AGT008,Tom Reynolds,Knight Frank,Penthouse,0,Jumeirah Village Circle,Dubai,6694000.0,Walk-in,Lost,2026-01-06,Buyer_0635
LED0636,LST0166,AGT010,Carlos Mendez,Savills,Penthouse,5,Emirates Hills,Dubai,10529000.0,PropertyFinder,Qualified,2026-02-09,Buyer_0636
LED0637,LST0246,AGT010,Carlos Mendez,Savills,Townhouse,1,Al Reem Island,Abu Dhabi,2220000.0,Walk-in,Lost,2026-01-13,Buyer_0637
LED0638,LST0214,AGT001,Sarah Al Mansoori,Betterhomes,Studio,0,Muwailih Commercial,Sharjah,879000.0,Walk-in,Qualified,2026-03-16,Buyer_0638
LED0639,LST0007,AGT009,Aisha Al Zaabi,CBRE,Penthouse,0,Yas Island,Abu Dhabi,12245000.0,Walk-in,New,2026-06-26,Buyer_0639
LED0640,LST0196,AGT003,Fatima Hassan,Allsopp & Allsopp,Townhouse,0,Emirates Hills,Dubai,3341000.0,Bayut,New,2026-01-12,Buyer_0640
LED0641,LST0029,AGT008,Tom Reynolds,Knight Frank,Studio,0,Khalifa City,Abu Dhabi,415000.0,Bayut,Qualified,2026-05-22,Buyer_0641
LED0642,LST0147,AGT001,Sarah Al Mansoori,Betterhomes,Apartment,5,Al Nahda,Sharjah,1405000.0,Direct Call,Contacted,2026-06-17,Buyer_0642
LED0643,LST0152,AGT002,James Mitchell,Espace Real Estate,Villa,2,Muwailih Commercial,Sharjah,6204000.0,Bayut,Lost,2026-06-24,Buyer_0643
LED0644,LST0184,AGT001,Sarah Al Mansoori,Betterhomes,Penthouse,4,Business Bay,Dubai,11400000.0,Referral,New,2026-01-26,Buyer_0644
LED0645,LST0288,AGT008,Tom Reynolds,Knight Frank,Townhouse,0,Al Reem Island,Abu Dhabi,3043000.0,Bayut,Lost,2026-03-25,Buyer_0645
LED0646,LST0122,AGT008,Tom Reynolds,Knight Frank,Villa,0,Al Nahda,Sharjah,6775000.0,Walk-in,Qualified,2026-01-06,Buyer_0646
LED0647,LST0025,AGT001,Sarah Al Mansoori,Betterhomes,Villa,1,Al Reem Island,Abu Dhabi,6805000.0,Referral,Converted,2026-03-18,Buyer_0647
LED0648,LST0161,AGT009,Aisha Al Zaabi,CBRE,Townhouse,3,Yas Island,Abu Dhabi,4343000.0,Walk-in,New,2026-06-29,Buyer_0648
LED0649,LST0129,AGT002,James Mitchell,Espace Real Estate,Townhouse,1,Business Bay,Dubai,1900000.0,Bayut,Lost,2026-03-11,Buyer_0649
LED0650,LST0116,AGT006,Mohammed Al Rashid,Provident Estate,Studio,0,Al Maryah Island,Abu Dhabi,704000.0,Direct Call,Lost,2026-02-13,Buyer_0650
LED0651,LST0101,AGT010,Carlos Mendez,Savills,Studio,0,Saadiyat Island,Abu Dhabi,1216000.0,Bayut,Qualified,2026-03-10,Buyer_0651
LED0652,LST0091,AGT010,Carlos Mendez,Savills,Studio,0,Al Maryah Island,Abu Dhabi,1153000.0,PropertyFinder,Contacted,2026-05-19,Buyer_0652
LED0653,LST0264,AGT008,Tom Reynolds,Knight Frank,Penthouse,4,Al Majaz,Sharjah,3050000.0,PropertyFinder,Converted,2026-06-22,Buyer_0653
LED0654,LST0220,AGT008,Tom Reynolds,Knight Frank,Townhouse,5,Downtown Dubai,Dubai,2530000.0,Direct Call,Lost,2026-04-26,Buyer_0654
LED0655,LST0067,AGT005,Emma Clarke,Dubizzle Property,Studio,0,Saadiyat Island,Abu Dhabi,336000.0,Bayut,Lost,2026-04-28,Buyer_0655
LED0656,LST0003,AGT004,Raj Patel,Driven Properties,Villa,4,Downtown Dubai,Dubai,5232000.0,Direct Call,Converted,2026-05-24,Buyer_0656
LED0657,LST0021,AGT003,Fatima Hassan,Allsopp & Allsopp,Penthouse,3,Jumeirah Village Circle,Dubai,3031000.0,Bayut,Qualified,2026-01-31,Buyer_0657
LED0658,LST0027,AGT009,Aisha Al Zaabi,CBRE,Townhouse,4,Al Majaz,Sharjah,2527000.0,Walk-in,Qualified,2026-02-27,Buyer_0658
LED0659,LST0294,AGT003,Fatima Hassan,Allsopp & Allsopp,Villa,2,Al Reem Island,Abu Dhabi,4700000.0,Walk-in,Qualified,2026-06-14,Buyer_0659
LED0660,LST0163,AGT004,Raj Patel,Driven Properties,Townhouse,5,Muwailih Commercial,Sharjah,1389000.0,Walk-in,Contacted,2026-05-16,Buyer_0660
LED0661,LST0267,AGT008,Tom Reynolds,Knight Frank,Studio,0,DIFC,Dubai,360000.0,PropertyFinder,Lost,2026-05-23,Buyer_0661
LED0662,LST0213,AGT004,Raj Patel,Driven Properties,Studio,0,Jumeirah Village Circle,Dubai,1067000.0,Walk-in,Lost,2026-03-21,Buyer_0662
LED0663,LST0048,AGT005,Emma Clarke,Dubizzle Property,Villa,3,Arabian Ranches,Dubai,2546000.0,Direct Call,Contacted,2026-05-09,Buyer_0663
LED0664,LST0170,AGT005,Emma Clarke,Dubizzle Property,Studio,0,Al Reem Island,Abu Dhabi,907000.0,Direct Call,Qualified,2026-04-18,Buyer_0664
LED0665,LST0112,AGT010,Carlos Mendez,Savills,Townhouse,5,Al Reem Island,Abu Dhabi,4090000.0,Walk-in,Lost,2026-03-03,Buyer_0665
